	org1	org2	org3	org4	org5	org6	org7	org8	org9	org10	org11	org12	org13	org14	org15	org16	org17	org18	org19	org20	org21	org22	org23	org24	org25	org26	org27	org28	org29	org30	org31	org32	org33	org34	org35	org36	org37	org38	org39	org40	org41	org42	org43	org44	org45	org46	org47	org48	org49	org50	org51	org52	org53	org54	org55	org56	org57	org58	org59	org60	org61	org62	org63	org64	org65	org66	org67	org68	org69	org70	org71	org72	org73	org74	org75	org76	org77	org78	org79	org80	org81	org82	org83	org84	org85	org86	org87	org88	org89	org90	org91	org92	org93	org94	org95	org96	org97	org98	org99	org100
org1	0.06056479655596779	0.0512768895372661	0.07532342072943424	0.041599761512331405	0.04615825397055377	0.032530652330241924	0.06590946980618746	0.0005810052493554174	0.026561921656116913	0.04630150451146478	0.02292315258701266	0.014074421480195004	0.04965410699074161	0.06107606714569295	0.03476343500711054	0.010119086355380266	0.07445824996352846	0.06458631115656932	0.005238612964167118	0.003232316108071647	0.07587334787547499	0.0033025678675076887	0.07925970518702921	0.030236337270040572	0.01040861121029331	0.06903318668843438	0.02228032299340846	0.05561703223882398	0.02658089674160186	0.015073070113465726	0.03496989256288148	0.03520473949536111	0.00040027353099662653	0.010659698535602082	0.013945889620546126	0.0329069070134057	0.05224497082157817	0.03944115287492557	0.030909825419145883	0.04592329643874465	0.01795161223724547	0.07159978512832348	0.06727028099022007	0.02335424921081148	0.04676474792009994	0.033263053890489384	0.06799404817608061	0.037193191801652335	0.030979106421536697	0.04076021585993342	0.07093647383091926	0.07622866115375677	0.00050418269725653	0.06479706401729896	0.005199379445525558	0.07516426332770682	0.052959894653312606	0.04683717728418747	0.005888816335803089	0.05989609792512345	0.06021838504314226	0.04307278033742611	0.013375290814672623	0.035766850357467884	0.03347337503048484	0.0005502552142166905	0.05588933407512614	0.07474288097680674	0.07616525948142938	0.07646894034678667	0.06161285198215624	0.03740278826839849	0.01080347673342831	0.0073407326976586695	0.05264640454280626	0.016810916482121626	0.02018245619941321	0.014644933992918982	0.040166635996205784	0.07667921128753301	0.05251060791621523	0.011343942573139155	0.010419120425331335	0.05922014936948127	0.05490272952705583	0.010978654565845654	0.033452181642534266	0.07364922332581463	0.060372058322988864	0.044158672359951655	0.023693729302230643	0.0706906976781194	0.022237082974381563	0.03454851212201251	0.05308489022647599	0.03842464051472943	0.004678500181569358	0.013681537453262288	0.02476551490305429	0.0129854401545653
org2	0.05068597709877137	0.02884497728668417	0.027283191839222995	0.07167736033420948	0.025448657190760973	0.009178679484338828	0.07636737568691454	0.002575729354798986	0.06485677156494948	0.010289845157276538	0.04930751013836508	0.04718042893930223	0.0047791727508519075	0.06866398376849973	0.06347365127762458	0.02321869808342421	0.06612682885426494	0.020626235789126392	0.04564498113366528	0.0632544373891707	0.022962546542950265	0.03647170703454076	0.02808333352141296	0.013449943595979211	0.05636542631923604	0.0724597671703634	0.05904931513483299	0.0685120537364479	0.06441878763599601	0.06555515013376492	0.04083380349697275	0.016016282902374154	0.03897405955614424	0.06959735616695106	0.003122092275315929	0.01124330794440092	0.03576114740636698	0.001793910795864937	0.030300813365206247	0.049877010868664015	0.011591019783472616	0.01610062296570824	0.07133813111781591	0.04190629784001705	0.06706841780692004	0.07449387861807599	0.02056291210148892	0.07247602207349599	0.07215929449007724	0.057682626249849836	0.04463991125181866	0.02406975081660159	0.060563270070777046	0.05958646821199185	0.0681721483406952	0.03142401835393524	0.024637473281414374	0.01956655596326808	0.0447642208572571	0.07619774031168682	0.07624757089394912	0.027600379232900946	0.007249861777506031	0.007639305270438843	0.004033572280192521	0.018231522448133468	0.046623029254894276	0.009570440643277474	0.0777821305797411	0.07856879160807659	0.024343505615893737	0.013648574135626009	0.014764809911922132	0.06667403204589051	0.014248953744314275	0.023843318107143602	0.024025203210231362	0.055047307949279034	0.079199543119661	0.05610412950168804	0.006980824022653423	0.07202905297553333	0.07611287411279594	0.017283594445950623	0.06195913257119671	0.0326367572258247	0.03542051667803158	0.050454542581293026	0.045206183275044255	0.07594899026641283	0.05329623212984592	0.03559739374672557	0.06562021155811948	0.03533518059326717	0.01852841586789175	0.06869891764781819	0.05224125064620736	0.00729081711664751	0.028775207798012455	0.059845504595169914
org3	0.030648974261411343	0.06555677879116022	0.03423777849194949	0.024982756263824166	0.032683854107969285	0.07600040644972712	0.025763201621543354	0.023162672288838736	0.015173785572184375	0.05423126058296827	0.0796189534206048	0.019951763969234097	0.03048322047878201	0.06072283901920245	0.0542034018382574	0.005505871115039414	0.04988425929715836	0.016366274146627512	0.07783872337018788	0.014515946117795383	0.019443178982700208	0.024025281451448714	0.04685372282757204	0.03320801824250937	0.01803527584461963	0.025293456992696566	0.06515600043072008	0.07529159586866548	0.07855892501644729	0.0744499597199201	0.008034338169289175	0.05723609953227679	0.06491748749301204	0.04461869499115515	0.06826539728626005	0.07927533089926747	0.07165919573421539	0.010069656899563233	0.011873701828511036	0.03941738625367363	0.017322867783139663	0.07877941742557491	0.05112723838382112	0.00319776707294678	0.054098985555976684	0.0635239946976055	0.06294069485046128	0.01790899016805252	0.007639710474422206	0.019336122450445564	0.007046806281938371	0.0403763715896993	0.05381448208523848	0.07951522076359022	0.020813546320722506	0.0718886749942437	0.05575334843297698	0.04089404523074312	0.055527012968909786	0.03494413890546874	0.0036668923004389955	0.0732669897389688	0.05835956787798278	0.051776871046009615	0.055810400901691926	0.06489014209653274	0.006229506511279288	0.012276696975596356	0.06874756896429977	0.029503227292458866	0.06557701592706149	0.03372874562356988	0.01911083446192154	0.017154739706452177	0.07550071069267653	0.07546266368466267	0.03887753111120986	0.06619650961014842	0.021984004666993837	0.06195947638006554	0.039765129279524206	0.013184357723811413	0.06311272794111716	0.03032561940240842	0.04688743031187334	0.043717786577275125	0.012449057017720061	0.010974007559821013	0.06687822176408367	0.008713153956982076	0.07516585943462399	0.021753222248623593	0.048961280201034844	0.014526933411359657	0.07506596093533195	0.06535025886724224	0.0721856610985335	0.023458191707229466	0.0544378032914564	0.014524834912927123
org4	0.05855398943919791	0.007867880067125936	0.07849755933248144	0.06489110144626825	0.0002918331237430305	0.017365689759981137	0.0722606937446287	0.043951883840437786	0.0448297999544863	0.05497572579784062	0.03734948348704612	0.011836174985709302	0.048628715639012284	0.045566550333089526	0.017598621259501606	0.010821731816452332	0.03736026165935435	0.06661695390212367	0.060555550455655464	0.015196163712239894	0.014880369190422096	0.0015229655475146675	0.028105757835842404	0.01928497391001444	0.021749563473438514	0.007818374220053634	0.04494656279996824	0.07741762706397935	0.03515107969461464	0.036185455759845706	0.042265093819695246	0.017317679452255125	0.01724858117093219	0.011738922593417076	0.05031331649705007	0.0018521678048341438	0.06380851460075737	0.07878821760058764	0.07900907852047155	0.03220483939333432	0.04626867233747935	0.051413565747620835	0.07243552847096266	0.036770658372423715	0.03540703800784071	0.06470944063204534	0.04440563046219878	0.05939488906868289	0.03883456330641462	0.07744688674461452	0.014645753573245148	0.010132500236081442	0.03993876144009066	0.06258008682178509	0.026677248781238064	0.03384178084020483	0.0005962294392999557	0.05319242545619907	0.06693645792124954	0.037557030589748165	0.06779398219503177	0.06130552206033909	0.002323817673472757	0.02562287988005835	0.03438865674100038	0.019499267391799587	0.06631535047299006	0.019094558753393952	0.0373029478614167	0.05396965834050924	0.030521779336952957	0.06473758136252274	0.02706607604012471	0.05296652012400188	0.01079082125546603	0.013528525693209828	0.04720468980681156	0.07508520885955966	0.05819135316603156	0.023960335003898835	0.04163727282374951	0.03548934764605691	0.06241085653672471	0.03963813257734665	0.04915564413240922	0.07046914711240784	0.04602435274993157	0.008386802259211458	0.0015429838920651485	0.003375742701465718	0.006212091959337327	0.0217715028092253	0.07264883629355857	0.020003660546868102	0.06720779759317465	0.015684194186883164	0.010509970613979087	0.05957485801331013	0.048861788065309775	0.047694760330825474
org5	0.006428770791107565	0.03938422618761999	0.04062490752102691	0.0019338668126712122	0.03887688157359302	0.015638149164209407	0.014937807964083616	0.05469954344734255	0.06307515821998166	0.0712162973063114	0.06316722593258593	0.05552409961879519	0.04343850665823245	0.005820227351732799	0.07768553652598195	0.0075819220833655086	0.03558538860734016	0.002512151962899578	0.017913279516418436	0.06515798306218337	0.040396302527924324	0.04823328478000563	0.04854572333949586	0.03025601239417405	0.055573932539922835	0.07949486060710924	0.062433482486165696	0.010299298241487405	0.07773964044992546	0.020882356909374806	0.01754660955889821	0.016692709493255038	0.012680781032728277	0.024610392724655858	0.03473307502871636	0.00618387778235923	0.07761595474329094	0.04290372830704518	0.055103094439757534	0.0544503092041882	0.004634634376813312	0.02737670482966868	0.06428468710825716	0.01825022267615223	0.024812971947999325	0.0017588085906375818	0.02600077842606896	0.03680003366639946	0.0177950068443639	0.05906999016263773	0.04482219732342881	0.0776569794375382	0.0355726122893118	0.044566454374314994	0.07863350251140397	0.06778969764321385	0.011851988505255023	0.0018665584193115414	0.00821018809116949	0.0022114361307189424	0.06046250976232672	0.014519334037196279	0.020174579796739877	0.05820374760108517	0.07096011964103745	0.005999391216691805	0.0783970488121965	0.048198964286512685	0.0676344346320892	0.0030169343007954907	0.00875205945092966	0.0026051224728451494	0.03092314997808769	0.017914418480977138	0.06183161432234176	0.001692625749980543	0.008639855119122287	0.042975628524654357	0.042851859407722265	0.02634016235790413	0.005427814430078115	0.03201778457137701	0.008137303238500149	0.005762163415465906	0.04741177143464017	0.06725045272485264	0.06465564897428167	0.06834593036606959	0.003965013203556502	0.07036632922106667	0.04753307392698227	0.06119354977374004	0.00010283368810331872	0.03680582348221156	0.055686815966412104	0.07640674506868371	0.03472822671988745	0.04611134869454246	0.07001810623677072	0.07664438497346235
org6	0.033871232788148464	0.04439285165916511	0.02244288198134238	0.05810505559528537	0.07330840498989895	0.05102391783317407	0.012954706523689881	0.07756493674217402	0.047187799212434954	0.07750826130508154	0.05072511953645611	0.05726754663136336	0.009785845112833869	0.0026222012309161523	0.04702030395277929	0.05621453378655955	0.04726642107983226	0.017085621651537243	0.07815287657791883	0.03755485665949448	0.07967049026659823	0.015360223574950727	0.005996665829853853	0.0757052617117058	0.07917489998154949	0.0020677501526411924	0.012557285971681563	0.0456507881834248	0.019401557848284866	0.014562362416775167	0.012854073515998526	0.011541851899517895	0.04820873504479974	0.05703616975498555	0.0027469800018455714	0.06595809712569455	0.006481043822453403	0.03149300509241174	0.047136287233193706	0.012598298225119597	0.0384941667558832	0.04716310372058944	0.06853253750551028	0.0160503913832152	0.06289107726123118	0.04834899910752001	0.022024329007655732	0.011741361137069974	0.045266567184101866	0.029390441945129152	0.06719589818578285	0.0657256651159011	0.05345627550091741	0.0032685421119949434	0.027540895316814015	0.07421844418328107	0.01938147566249689	0.0523921802402352	0.03277783860002255	0.0066997443285186	0.014244317876563306	0.050265645102241796	0.03471386668945376	0.024356527170624406	0.007125147308683779	0.00920902803688997	0.07993734048866395	0.07405831929953888	0.021289603060592653	0.017295526769532447	0.041998691740808204	0.015100778474209485	0.005639579457519206	0.03157300109429492	0.03522890151570783	0.0707915775223108	0.03654635490957512	0.030753393973854584	0.04415300855663915	0.008729909316963633	0.032649637192197385	0.03964022379413965	0.007501621314421465	0.06541648527771746	0.0716472253540047	0.005786461396675539	0.05336559541989743	0.05153770910611999	0.03658489505973842	0.028897921320401185	0.079818562249875	0.0640787847654393	0.02567856079493778	0.02934598621098765	0.04524084718157731	0.03291640715058301	0.05385319987089439	0.05587289902648225	0.05311303317926372	0.03382106951619217
org7	0.060260298361317376	0.026869292090462134	0.06204970749318114	0.003966379113061072	0.03421475425706726	0.0530744504533202	0.07475311050960881	0.01271401821145373	0.027256281675324602	0.017864491802098943	0.07082569644266845	0.05287063548955101	0.0026034864127237344	0.06959247372825582	0.028416208180994777	0.011868800867414455	0.057353754555785036	0.03783621650976895	0.04468992005982674	0.029829086674974407	0.06565795057848868	0.07545031702055034	0.03190692312570805	0.008781964381291951	0.04665054734304738	0.005233897746310241	0.07854235576689501	0.07458576427662268	0.01802769645504168	0.011202841275775519	0.06521687197586486	0.06868620350936014	0.03267975548667904	0.011874038326023255	0.02023905133653356	0.024006040449337344	0.06795474195214496	0.0010644055799654685	0.018605350510557096	0.0773829277663876	0.06751901959259465	0.052795939822404964	0.00478357330559799	0.05810999706846811	0.06797072936632557	0.05156196615934509	0.02904255157230563	0.007417577180236563	0.002009541575999547	0.019985379599703767	0.05804083252488814	0.0645046654959475	0.007530388862752675	0.017824656483100495	0.07361875160282927	0.07490190273674419	0.0225305559843524	0.05102365940000766	0.044545688663516304	0.024729325861011252	0.04060471313857828	0.041096668935417816	0.0631566393603175	0.07667603968583545	0.01811884774261844	0.02938431645529982	0.018975142104063644	0.03955423554295255	0.03394091566627047	0.05421813408515127	0.026180704727457087	0.05684567013304335	0.010938939734595587	0.04472096350634484	0.028417839507200764	0.07090376116140425	0.0076235496920562	0.014070019850730092	0.012911822270171704	0.03598234456831116	0.00787802756914588	0.02577112107465182	0.025587261167324977	0.04831786389468144	0.023339646479538186	0.047794081942505014	0.03905649611938743	0.06260393957723018	0.04523616245755048	0.02754608036969067	0.017639625389017404	0.07102341197066467	0.07892765599648251	0.05205026451126984	0.007712688742421863	0.020054153215182655	0.020108177441521564	0.07230583110852289	0.06328674615981063	0.010920080102832462
org8	0.03836633632104333	0.028244540294189296	0.04394564657800098	0.025761296410237194	0.057920316297792374	0.06268703186943682	0.036835650830578236	0.05880902412143505	0.03180878166588748	0.009912557407819529	0.06424618867283076	0.04662722676181707	0.02437940105228867	0.0633237313629638	0.031639003735869184	0.015041296510348969	0.02603958821056569	0.014103913470579795	0.07986822137881362	0.0576644568083193	0.04985515175835309	0.0710419550524846	0.06174722820716361	0.008512743545576526	0.05603151093680419	0.03857480429346254	0.025191513131342935	0.01163024120630583	0.050226517447218164	0.03413722912719409	0.07053362081540994	0.06382298842763444	0.021277745791897038	0.0038238892464571264	0.07370080465509375	0.004488310625603953	0.006825617904844776	0.0681779941321506	0.0038495734551514094	0.051723539362784045	0.0798119599090424	0.07911078945385036	0.01563668902551978	0.0751243173070876	0.015661800892412012	0.05827753502413371	0.06062996501475416	0.0035553445959450782	0.021087736589830815	0.0784619554523616	0.06181466551831497	0.0066828729095768135	0.04344388121373104	0.028597624245141173	0.035912138930950244	0.07132601515776738	0.03236260495671224	0.01958432776802898	0.05093726928336337	0.0430464890818058	0.05133848711854485	0.03874424500200302	0.05488447790955708	0.07145280788702567	0.04522982909654442	0.03424954629144252	0.001291171975542893	0.045858860494096806	0.05359629741084879	0.06926637070405674	0.039515313578291675	0.012726784767811746	0.07320701817385007	0.06160088039968229	0.019893953510329042	0.04080883243042222	0.058070080351137233	0.06843337268154383	0.020129364938059703	0.05597591721217881	0.03946492193244407	0.07419015256573898	0.0577412709557929	0.0011466634218610583	0.046733698945435824	0.06604420229944594	0.0580570781889765	0.06288366347030182	0.032391289777373544	0.07482545457229252	0.023394181918979413	0.05848007171642155	0.01644149883678095	0.055609373883594014	0.019859037159395063	0.029969089320321187	0.040419705492200565	0.011708096304341354	0.06837520048531018	0.05281038454734548
org9	0.07592264151929903	0.06661794354519632	0.04651466316925677	0.0016381582011472506	0.03221237847373802	0.03544543878224931	0.05420962314684803	0.040016190472056186	0.026358481160519948	0.07901199486677314	0.024085393693377206	0.017693999209192138	0.029845895245724334	0.059843490372549615	0.025803372832992028	0.011198757911711717	0.023995398764486586	0.025243762611113444	0.021233813648745246	0.009120748447125652	0.05451132806189033	0.05874847208295349	0.03258588760035166	0.02271187222999945	0.0030284435512702326	0.01538540696984077	0.056762376463862195	0.012839222621729283	0.013905248968103107	0.07086709938728783	0.0014113262419552352	0.038674809522177576	0.040389473530486476	0.005653287823769944	0.05129142342518754	0.05761549132542859	0.06644091688863277	0.07105130132761449	0.06404092377248247	0.03252965831778828	0.07269559529818613	0.06724487299507532	0.07331853824000377	0.06725984904558174	0.00043579838969761477	0.05359499577774862	0.009742430257759862	0.010484055294898856	0.0017139166928131734	0.004775796416713334	0.06392236959374648	0.018991797546806834	0.006497902392011356	0.05311379812762275	0.0032723055365126187	0.05102010773698223	0.06202218704321287	0.06317317369660136	0.07767938837625012	0.05018548348913515	0.03641900281807765	0.024546762776804006	0.005302808506226642	0.042068175023444225	0.01856408861671774	0.0524009860091173	0.03528328324410505	0.0761796614255778	0.06967720069113283	0.06545447432823008	0.006438064776021264	0.009700313825053755	0.0032805773541550033	0.029805998067637826	0.008094662155754904	0.07883408482882466	0.001002089411112559	0.0023610056541570577	0.006927292946615671	0.041239736937327624	0.039081084057362825	0.036859992185181024	0.07795059261568485	0.03365255731283704	0.07678565901490367	0.05501436153517009	0.07157387761136277	0.04297884801200934	0.07622636750310455	0.03028564834246053	0.07370855691291114	0.05890259863804102	0.03580613325767509	0.056877387239655235	0.05620244380505355	0.03210400306709078	0.0689537602109308	0.03458483777004154	0.031391096070674245	0.023715977626827405
org10	0.013123812198227771	0.041862322748233094	0.07141392714259896	0.06436845095584184	0.01227823463816117	0.035089078312495525	0.02497041076170132	0.056059307303452245	0.025104999811554	0.038126325443528425	0.06624665948592219	0.03674370018951154	0.07696822476259187	0.006633208371742701	0.023436036784642705	0.03138374511876276	0.05405886867225012	0.07716831049862523	0.042725942338243325	0.057825154975072825	0.05939844177495174	0.029435947385467787	0.058168343106043185	0.07630704529990358	0.0796455800958929	0.03684129024241515	0.03285868820562919	0.04813853952316698	0.002189996993220582	0.06105865006203009	0.003671482911476245	0.032319784267401105	0.05624926128862118	0.013475847085844688	0.06863525929547262	0.00956688775988245	0.07870848760398064	0.029312359943648093	0.05804334894505067	0.04757644059907722	0.06190337500789265	0.030722917063642514	0.03662468752544318	0.05150263723631016	0.012098131081899012	0.04028998879442909	0.023551346344037744	0.07418855359468167	0.03619725728437883	0.04561769860130594	0.02266277994244181	0.0272221043820392	0.007224378794535715	0.03733108174781443	0.07939845836916452	0.02555222458879083	0.024027753465087464	0.0030369921013918954	0.07109695026795279	0.05233942680042603	0.07716881761907242	0.0674426221894518	0.013495568294291927	0.05771146373469343	0.058070458239931684	0.04942686883665862	0.045465719346183556	0.07444054212281202	0.03363628199266792	0.0672833245541568	0.03457275289967237	0.01443723438834102	0.03651987766411567	0.0037152630167386303	0.015436297124883386	0.012469707100817757	0.051839511449717324	0.002227650527052676	0.06450560631388885	0.027263902145315422	0.02149795869448371	0.03657793001001153	0.006383382673169668	0.054335277478857205	0.052369765458989845	0.0005671336592843535	0.01406039179297263	0.001091646571999867	0.06934243862641944	0.04557574452908617	0.034276821927039215	0.05948511728377321	0.06576316705309324	0.0010744395776762072	0.036314863978726526	0.07249080169851192	0.02064137461827185	0.04437680727019887	0.009272066324667412	0.020501534016811096
