	org1	org2	org3	org4	org5	org6	org7	org8	org9	org10	org11	org12	org13	org14	org15	org16	org17	org18	org19	org20	org21	org22	org23	org24	org25	org26	org27	org28	org29	org30	org31	org32	org33	org34	org35	org36	org37	org38	org39	org40	org41	org42	org43	org44	org45	org46	org47	org48	org49	org50	org51	org52	org53	org54	org55	org56	org57	org58	org59	org60	org61	org62	org63	org64	org65	org66	org67	org68	org69	org70	org71	org72	org73	org74	org75	org76	org77	org78	org79	org80	org81	org82	org83	org84	org85	org86	org87	org88	org89	org90	org91	org92	org93	org94	org95	org96	org97	org98	org99	org100
org1	0.0676084577147392	0.02334797931304607	0.037738581214980166	0.050561006514797224	0.0781522559603195	0.014396616429671702	0.04347283250389	0.07423339217490506	0.06590215181213424	0.06451734125742543	0.06157425335377001	0.018337178828909336	0.06862241882181969	0.014560292185058535	0.07838545236135919	0.0009514617032008221	0.06736870232454666	0.053386378180310334	0.005187272861221502	0.034321842786215515	0.036740727198307746	0.04938682133560733	0.03957810210896098	0.0681384414886836	0.0336922015208518	0.0075686447303864495	0.06734234524501696	0.03447223001021026	0.05708273521704144	0.07131400518372397	0.06465656809268402	0.06735526621498797	0.02142624888547749	0.050564364534836516	0.04193329154899234	0.009598551088743976	0.06525995090578156	0.031229450037801067	0.013848639534714487	0.06771569596777369	0.03718057638215012	0.06126421401294342	0.015990185314754407	0.002139248007528103	0.03497449846916172	0.007677674701391552	0.04950792514035121	0.04087831964348914	0.03456169440033801	0.0648942289068441	0.020632654566454738	0.026453408496641018	0.014280885885602165	0.056842974683258704	0.002522579117834551	0.023274821580417396	0.007043242664992499	0.059078685871239614	0.07934538339329046	0.01194493662578961	0.0346752046150924	0.04827270670055468	0.026772862128232103	0.026550761019920995	0.0653415539729853	0.06785865674155943	0.006569160379403511	0.07703719394296644	0.07734627839789497	0.055431761108434216	0.029875118237651304	0.07958144615565332	0.013834796609827756	0.03133417231918078	0.01304871958168314	0.051323654131050875	0.03857906614171607	0.023097105882769968	0.02084884081400916	0.009050051084394193	0.07082122280881566	0.06126778485708215	0.057717141265929785	0.01892781793761456	0.035269278370025525	0.07910942684256936	0.02403346904426842	0.06938100508594923	0.052122211240858994	0.037919565614544605	0.04660891907286826	0.04800920135947223	0.06488024478662334	0.0793186318152599	0.075565412295652	0.043918209712271915	0.0038466711906274043	0.003937413763191646	0.0030955076460435116	0.025924149623339696
org2	0.035910509307088355	0.0696675476970457	0.0008388947083964383	0.017748033030603176	0.009746492046572897	0.03846728141331386	0.0023730634532891947	0.044771789322013394	0.051467851790657146	0.019598535046290656	0.04738202771155477	0.06694145423870453	0.00275969054163383	0.05130711097737163	0.04537450364973245	0.02830094560658609	0.05435107872388017	0.06323467775695425	0.07527401042240113	0.02894293823052624	0.05005743906801567	0.017870811431659465	0.07125984947589699	0.05104893061821416	0.0434968063141091	0.05869749623988137	0.02864458653462324	0.03271739733818817	0.023047712419020448	0.04469312184025514	0.014058147059414888	0.05727296016003644	0.05052734539230198	0.05198335052135479	0.028554224839579874	0.0745537195796076	0.06766782931026795	0.023089649700831345	0.04256643311175098	0.030379177874639594	0.04023320983398884	0.006081560093596252	0.009056796707679542	0.05985195668714624	0.05292175442298389	0.027918752360853602	0.051744170867511256	0.06301994668628598	0.057690086727892796	0.06556822699954279	0.04386129889724214	0.015214199224175192	0.02546469728226632	0.06664770608730254	0.035297383402909964	0.07122614522592632	0.045977618297798284	0.05904470501690591	0.06719073156746395	0.024493457469532975	0.056330282396995265	0.013430207705339994	0.01370875300269428	0.0038696491117999354	0.06586410793608609	0.034439685255419336	0.060299337028617166	0.04619010335726534	0.01601469416674613	0.03112577098947533	0.07544228751033671	0.017238505911803533	0.0795575844599797	0.0036778702972869136	0.07583270202521357	0.01842618780591991	0.011681692564276239	0.05586074259214865	0.061738249356109595	0.013250349875665118	0.04215826733709054	0.047562318009990896	0.03768524366745824	0.07707364291138542	0.07125192897721008	0.04689895737830055	0.0761034185612768	0.06723863153769155	0.07440042274069604	0.032869690655653996	0.04245721297230858	0.07456515344866199	0.04520391622508187	0.002464676328303348	0.06777052509495397	0.07958051273205234	0.056817154604581366	0.003864641467615355	0.04959198673660201	0.019682962596656185
org3	0.07604804510511244	0.04551606101674091	0.0007848571403619609	0.02596195732604863	0.02635504357588858	0.06194527096428949	0.02429226632226027	0.06096531058836919	0.03979509218894987	0.016044623907965613	0.06480443894695685	0.0643770163561826	0.008167264015548615	0.057683018590986464	0.01105606292823075	0.02139717334407604	0.07275843521597326	0.0074194510060033286	0.0796996119575042	0.07882467520343554	0.01348290053120647	0.008418882337680707	0.030724471340439763	0.0061896515619617445	0.0649926841648644	0.03558678917279143	0.04478766214588263	0.041505207900190064	0.03594547200076358	0.05929015389148983	0.02356023002632674	0.020408170475886996	0.007851763901453613	0.011324096967901555	0.014244060430679432	0.02872793356433288	0.07648330643856291	0.02571826710467099	0.050073757030604134	0.07977463885135036	0.0010259827275332523	0.07839077908836423	0.003494846784410193	0.06958240379703998	0.029291582330675442	0.058912022789459395	0.0018759056071306368	0.07394975421761134	0.0070367880737375104	0.037579014497584336	0.001808496552916692	0.03947675178074098	0.039518462280508725	0.014549351306314842	0.07024916611848492	0.0643963233625769	0.02971191431423728	0.01274460717343576	0.016624107027504147	0.05485007537815575	0.048721359095187496	0.04501912025385479	0.02133800131143027	0.04639325700524896	0.025333611260115154	0.05773475610581469	0.0010283891272607538	0.044330299220913	0.061346611196315015	0.06901739380832869	0.029929884688297728	0.0632836526111993	0.05947246881298405	0.049334987776926596	0.03480745186970967	0.07300492199701435	0.050898997950290535	0.026701686053814306	0.07469920086060423	0.039266020119418474	0.054272899711068925	0.07239195727118093	0.03430333723610982	0.01116167715209059	0.048037102824544084	0.0076536735325787135	0.05048938545860542	0.03723729525216243	0.025935329135188763	0.03480861468283019	0.03892814086200202	0.027563464161436527	0.07733289759621526	0.040784311054905	0.02711632347023332	0.035152861265724436	0.027588604304964886	0.03778011537012169	0.07141215203274022	0.05374320967340737
org4	0.03384744376762155	0.03135362311055321	0.020193417995659095	0.03980264260928877	0.03131278957567205	0.06307259423902277	0.028196116998678838	0.0217777088866198	0.06664722852465844	0.052824312879325264	0.04512916152634582	0.06546268098085492	0.026270184218845458	0.028881252873518167	0.039848938950514785	0.02726066810898728	0.027501873279177528	0.0412802336299037	0.07742441272868937	0.01074239972699017	0.02564806436171643	0.0012912987640396612	0.07382059019641585	0.07011836029291454	0.05742358829068633	0.0008152116260053876	0.07058742015416068	0.022250965081497202	0.05010239390660218	0.0029588268614550196	0.015169446781058306	0.02494047450586093	0.06842727966646633	0.06597745222096765	0.054015952219997186	0.04968208553639856	0.06955976109930652	0.03852210178006568	0.04479939998333763	0.032959842090296385	0.06595517522825779	0.041164558780084834	0.059873462824780274	0.018062983805292872	0.042005789630583754	0.005898995604997959	0.02401156728518245	0.013846263176387357	0.06233452430785777	0.0001856291252705411	0.03137630348468297	0.04927122573130894	0.06661750233564909	0.0448244551839092	0.049184279672745496	0.026502847469004928	0.05973962290175521	0.00014357109614380193	0.07758540738978535	0.010863634679540511	0.07344831418087165	0.05024918130882501	0.029211920208352053	0.05310116007893675	0.07521455688809113	0.0528235466795273	0.010583064413714212	0.06634856035308996	0.0761616968155645	0.028899779771923095	0.0018186360609762087	0.05136659343087237	0.04138125396569597	0.04139931353830407	0.0321930223178616	0.021678984544517527	0.03307470176992662	0.011485935478497852	0.07438675090781181	0.046667088831271686	0.06489421020472444	0.03880291248970414	0.032486051322266396	0.01789620534043249	0.023390269978181263	0.040661690726810626	0.06522743791811583	0.051674535773305975	0.036137683321021255	0.07003341146216578	0.04790100579731117	0.07266753023134674	0.0252003524985707	0.05776654057776913	0.04804655524498506	0.05635593997124065	0.07820019077600898	0.01018985346760993	0.05112107307124838	0.06311006388525504
org5	0.04711625995557104	0.03999495201687073	0.04150281487837832	0.052391329275944476	0.05197326491123671	0.03567010035952164	0.0054175369275718845	0.032661757166405875	0.04329965658825026	0.019569162460036402	0.04339696366499823	0.07117129373597496	0.041182815186271454	0.032768103875671944	0.016812487197332988	0.06362485359379799	0.011632789337565778	0.0001887221967678432	0.022150266207663895	0.03129610158685104	0.05716546685176811	0.04955076833580119	0.057012538665850813	0.06880796004525312	0.06767205676951851	0.07581820900186945	0.04620809696861687	0.05965042332515038	0.04940623340618564	0.003476912148064848	0.058392471097881885	0.02094425191689745	0.04872675955752186	0.003913776125172408	0.014747838571204755	0.05629127358473731	0.0018225298974347659	0.043080476121605475	0.009189253440121937	0.073773502351897	0.06748957002945428	0.04028548627667804	0.07525778696159531	0.07373634819070557	0.04748616159510658	0.058616642288346926	0.055516898465277714	0.010363209783842154	0.014923633810066148	0.03420045631249637	0.038520848562979826	0.015150268555641989	0.05235185479996277	0.052392205313298676	0.015393140148832378	0.04516704332807095	0.028038471117120337	0.0008507192270035269	0.07503340095433776	0.024999350804124774	0.0322157572020393	0.07227430468103889	0.03280650473773298	0.07528379133609693	0.031743155988980726	0.04809597642577185	0.06001764443749909	0.030454937354024818	0.05409756030585308	0.0069028777514068464	0.0732897356481717	0.0431506752998975	0.025141713679181683	0.03168779434503219	0.005217943447483169	0.028550903088157248	0.022495502745532994	0.035992005500446816	0.07175707095142993	0.00903812121783833	0.07736652799123618	0.07292936609731082	0.003775407975388667	0.0017700718830413287	0.020253311925083554	0.06563686913821029	0.011481533708172141	0.04466027903736368	0.031949702172207314	0.0045992634368962546	0.057129804494429	0.024505606192627604	0.004429983312359704	0.06018596793533676	0.014029819955925787	0.021819716048503447	0.0017109052849004769	0.07382405934193384	0.06685871132150953	0.039303282658409724
org6	0.04435391114750998	0.009434774567243256	0.05880045981636741	0.017147015979326535	0.0028382781229523957	0.07658656715691377	0.0025865917203778998	0.06474450479962499	0.037125463243596286	0.031223697931130685	0.07347384288222326	0.04419994382948803	0.06662075121708023	0.05312903662700584	0.05550538773883568	0.008205205362472547	0.042656968917238566	0.019954713901536456	0.06952792085924028	0.04424701274255303	0.05443654784491467	0.038926337276025465	0.038613212437997396	0.04820533109909631	0.019051969757738103	0.03905903822595321	0.061152506501179725	0.03984016795327748	0.07832253398725121	0.00023686545292333605	0.0013349876032722463	0.06989094413761776	0.03311011869517515	0.028119175550552794	0.005836171888435802	0.038440948105085186	0.016754119308013883	0.051146042968391675	0.06850022842586113	0.04611115349321485	0.0723158999821867	0.020019436619786096	0.06671880433568526	0.0012476569661513538	0.031805598248966095	0.06963235487501811	0.031013602916900994	0.07265670090223515	0.020689726047688508	0.02850513412558451	0.014405574638054227	0.013539844325258673	0.028412873249169596	0.04013529697059114	0.004368648376659801	0.06921794340995312	0.05406585277923002	0.014038959197968461	0.022642283285374862	0.019198126429602756	0.06557057996586893	0.022256267852193742	0.06979491547007582	0.027464938680624097	0.031475785832646014	0.061383020553848464	0.0037940288462852845	0.01604960359779799	0.07279004935016391	0.052904226310219064	0.06504997966868392	0.03303658309520349	0.044509319505705094	0.053634567513663474	0.027157123024650592	0.005772190572961495	0.00438202060264417	0.018841603594383728	0.0731240737371472	0.0060132180406940175	0.07809959584613692	0.06736988509505155	0.07438926670557804	0.0620870032249122	0.02805595658223921	0.05421120692416445	0.019468983352954865	0.06633152643180226	0.000146637470380373	0.059807513796982764	0.0479580542564033	0.07499191507666994	0.04465462297526281	0.005856890195863853	0.07853130550439448	0.04687390115522157	0.00642048951431824	0.005148949638955731	0.06787558609251772	0.024580445194228782
org7	0.028948433349934577	0.016488861748169877	0.06578823443221118	0.04292163287545594	0.042373754642357764	0.04859241763216062	0.06410147842355639	0.04015107059284678	0.047974863651068816	0.04486408679102959	0.011077581103943999	0.04139040028426016	0.05756324025013264	0.02464811137610397	0.04664890839573464	0.04241480666105225	0.02827627736739352	0.04080168803560591	0.07698334113031906	0.07758081596185423	0.04307728842661983	0.05236862804276281	0.009907441568863203	0.03937200592721685	0.04805952838002317	0.028395161771442644	0.07442524965161186	0.07160116152030942	0.013134954086131873	0.0012623130240150715	0.018129851351721626	0.07515217414186567	0.022921879220689743	0.053880429636743776	0.038385206484760154	0.05786745977373638	0.06069093545343141	0.023610997316192563	0.003910716209938459	0.0644822701061759	0.011045461794375688	0.07956691937161706	0.021506150614915728	0.05704032882937421	0.03847887634136752	0.026014598716253286	0.04715261618427298	0.07907726722662603	0.001943154886926619	0.07464943216528741	0.07516090840761716	0.012726506956291957	0.03367172766329426	0.05160047860416678	0.054025445275806334	0.002538973326789078	0.05798976775941329	0.07177673231821681	0.014437966143581464	0.0707325322236799	0.03983637597651756	0.03671267293856237	0.05420343023121236	0.011424920542019752	0.01628915907869736	0.0535848906199037	0.027885739020361636	0.03677047310129494	0.0735537031756051	0.07564547676500162	0.06917659801121454	0.07952610703072882	0.001849013483173927	0.009333258381905693	0.07894265140178189	0.05979238750070444	0.010527535125792013	0.07333862063870301	0.06623140642720962	0.055051414221427696	0.03222482724898741	0.07186316486511046	0.023680651374235265	0.040070906978279065	0.00771169374005285	0.04836121141023678	0.025012155027347546	0.014740314569934592	0.022351833695555216	0.02532850414184013	0.03222341535066311	0.07505161769353477	0.05129430514778705	0.012848813830561055	0.04947735676501844	0.06325225068271213	0.047534490398108774	0.03874661576422044	0.05337166672283213	0.06449140969783637
org8	0.06494550444585455	0.0038459163901664794	0.052912893425734166	0.041732275721743026	0.028696738749239375	0.0666574258716186	0.05347297192895602	0.07889809626666816	0.047020459852734106	0.045320375089980124	0.06508577898441771	0.029453286552747232	0.027931512087976493	0.07191102520339061	0.01616616647937267	0.043947960156151974	0.0624101623736715	0.013147618661962027	0.04766870158009004	0.05817247856860786	0.01588388246709715	0.043953450094126344	0.03804709170099817	0.06858286885503347	0.015750102990927183	0.05997731205649153	0.026657329354446126	0.04597185330304226	0.004313335116941879	0.05084172663530342	0.022947197423538207	0.01329223660393006	0.019241764826645084	0.0227474510945986	0.028649030717816368	0.04335680455297309	0.019734917628718113	0.014057372619076079	0.0014852399108817415	0.07198200203100594	0.011482975193438936	0.05487377307897472	0.003611103727919671	0.06933262234435784	0.06721574191617014	0.0036520171342018506	0.025232082000968176	0.028859784615113043	0.0482912288491289	0.0449223939495688	0.04374734630838972	0.02176601845243953	0.04870237672643133	0.03688487711433935	0.07108233837517404	0.010591692096319428	0.03220939967646515	0.07591257487708453	0.02370484523973689	0.034629552852952425	0.04972575141143595	0.027241192634525183	0.020599352913341747	0.031743364833385926	0.0390907335183998	0.006683749703237565	0.01461032644439988	0.0771310546971873	0.076691610445071	0.010544884237757736	0.027897540803114084	0.05400322313403106	0.012799668293472549	0.07517931845370641	0.05204775028639687	0.06410587914819128	0.0057822156656040045	0.02988632511862163	0.03577671488790918	0.006907950161711938	0.02836077143551177	0.013044004253335127	0.03169178873423883	0.07385386098666567	0.06765083701098905	0.07592130568241545	0.07778155769267456	0.017102247321586654	0.03788446871901471	0.037430848542636314	0.029639534205327358	0.046269316049567334	0.0758162155435109	0.062072972720822975	0.00012316126806600992	0.029566394876105954	0.0718640141891289	0.04538664513634807	0.02230313728141188	0.02460243561232133
org9	0.03838723255955794	0.07075287577218255	0.03509386527277486	0.031438438623059756	0.04714568956444635	0.06496532379129592	0.07715194493953559	0.052950801866105755	0.0008940586699510167	0.04079143893381601	0.024723490065512676	0.026680995364726547	0.030063925292835476	0.0005728469382810619	0.025105657072500297	0.006631991787011655	0.07135417597421262	0.04630317053906415	0.07698445949989784	0.055285572268537364	0.049901961897142584	0.042829486038169565	0.03886251366725039	0.076083853886037	0.03376126531886731	0.05633550310609286	0.029385203914532223	0.028992347504819858	0.05103012694973796	0.03716534172715054	0.03788166277014957	0.07296760210717185	0.008916787848704777	0.048617603767140125	0.016897066859423538	0.022711826734233397	0.07836074197391309	0.006250389344291661	0.019508444043146653	0.05655421397287851	0.0688993675668997	0.031230905428559587	0.06121323815537802	0.02375823314938408	0.020262096671180948	0.0584665115116982	0.04798226752321551	0.07980310789326787	0.018617802137775714	0.013972468675983611	0.0018152248280461248	0.03831762907398269	0.06309499779363781	0.06717997773999923	0.019851999406123495	0.006243497487525645	0.05023421848713239	0.028432380072268996	0.002224047952553443	0.025619327042499203	0.03030265364649661	0.05749098063388908	0.007438215234916283	0.07233165242137808	0.006844492873300991	0.004113280656042946	0.07908978440183968	0.04898466677598766	0.017374244586080678	0.06437597962825399	0.06269781869169103	0.022743981628246115	0.07247586067441632	0.029790839168852914	0.06773235893096795	0.029873032496454437	0.07804094176471288	0.04267185023028072	0.04920581971981997	0.048772647228754885	0.03343497885325165	0.04471914060717423	0.04209265564915051	0.06095277200912231	0.047396948308314375	0.07727475526838039	0.03426991625626763	0.008932649373511419	0.03168188886820386	0.021575073480617553	0.07343219678751225	0.024842661230502792	0.030477090514197797	0.022477746990414767	0.01400535273939453	0.05569224663981471	0.052743042649392884	0.03489056307409443	0.03835945004116312	0.05022985092888515
org10	0.05904777454642903	0.06693871963217748	0.038493815924236556	0.036565162290046214	0.010943936520877858	0.06665533024868474	0.031053480985535096	0.06530396140024551	0.0798057908640175	0.0010731400528877888	0.03780276494889979	0.035732397133201525	0.022566817439620374	0.0663564469861082	0.07945625977916826	0.075855669855426	0.05979291371319004	0.053831965011740826	0.0741421923130287	0.06377795143789	0.04481944320491093	0.035232916436965925	0.005598524500206343	0.06969266532798692	0.027542177242993952	0.05961853910396645	0.05705209659540212	0.05887464104335689	0.03206061259245484	0.004831304680686062	0.028745650028590815	0.03161563948327994	0.021317488641997118	0.04098193182505707	0.0759116952442427	0.013799720100475784	0.043777608832907926	0.012486223974826896	0.061753226719501654	0.0340033110262278	0.040305637879657255	0.07503934925617074	0.055665252660811654	0.019623315002505377	0.009018443844730441	0.05239694101992067	0.06779603735006007	0.05554712550543338	0.048958813459102246	0.024999308133996367	0.0506370838095586	0.06081570202308254	0.04441654357900118	0.048601956790927846	0.047137314463424014	0.05675774237951606	0.03778691624416548	0.030836653885378373	0.07592358098182063	0.02350381636179206	0.045786801214132256	0.056714930971680934	0.0070186679104388095	0.04352263619093468	0.03556257836283432	0.04511118713298467	0.033731103330067395	0.0391846345975592	0.03547290271639159	0.0013653021459279647	0.038876457523371204	0.01988681449924222	0.04729593463622108	0.026177139592133143	0.05792352914386579	0.057374158132616024	0.07918271706465535	0.006539708664854267	0.020292303656257643	0.06481884303673968	0.0020021135226182363	0.04471985859134435	0.067106747405997	0.05199241610052713	0.0027023138584774033	0.061646016173499955	0.06892291258979807	0.03833259764858132	0.043594779226267866	0.005848203355301989	0.07246083532246123	0.039849380301679824	0.020722210879389084	0.05721801766489667	0.008155353841191886	0.06843556494016866	0.006635555262883548	0.04425004617447545	0.0637255093740324	0.0500237392708943
